Team Name,king clam,,,,,EXAMPLE
Team ID,,,,,,
Race Date,"April 14, 2021",,,,,
Race Location,tennis court,,,,,
Race Time Start,12:40,,,,,
Race Time End,12:45,,,,,
Race Type (dropdown),5-Min Consistency,,,,,
,,,,,,
Result (dropdown),Finished,,,,,
,,,,,,
"If DNF, why? (dropdown)",(N/A - Finished),,,,,
,,,,,,
,,,,,,
Lap Number,Lap Time in seconds,,,,,
1 ,26.236,,,,,
2 ,22.187,,,,,
3 ,21.559,,,,,
4 ,20.943,,,,,
5 ,21.375,,,,,
6 ,24.151,,,,,
7 ,20.332,,,,,
8 ,20.204,,,,,
9 ,19.075,,,,,
10 ,20.112,,,,,
11 ,20.061,,,,,
12 ,19.248,,,,,
13 ,19.286,,,,,
14 ,19.932,,sd=,1.941618892,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"?  To insert rows above this row, highlight this row and additional rows below.  Right-click then choose ""insert"".  ",,,,,
,,,,,,
,,,,,,
Pit Stop Laps & Reasons,,,,,,
,,,,,,
none,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
