Team Name,Beast XLR8,,,,,EXAMPLE
Team ID,,,,,,
Race Date,"April 26, 2021",,,,,
Race Location,,,,,,
Race Time Start,,,,,,
Race Time End,,,,,,
Race Type (dropdown),5-Min Consistency,,,,,
,,,,,,
Result (dropdown),Finished,,,,,
,,,,,,
"If DNF, why? (dropdown)",(N/A - Finished),,,,,
,,,,,,
,,,,,,
Lap Number,Lap Time in seconds,,,,,
1,20.14,,,,,
2,18.94,,,,,
3,21.09,,,,,
4,19.60,,,,,
5,26.51,,,,,
6,29.24,,,,,
7,21.26,,,,,
8,10.54,,,,,
9,25.03,,,,,
10,20.20,,SD = ,4.743848607,,
11,17.27,,,,,
12,17.77,,,,,
13,16.73,,,,,
14,18.23,,,,,
15,28.98,,,,,
16,16.72,,,,,
,,,,,,
,"?  To insert rows above this row, highlight this row and additional rows below.  Right-click then choose ""insert"".  ",,,,,
,,,,,,
,,,,,,
Pit Stop Laps & Reasons,,,,,,
6,Unknown,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
