Team Name,Lethal Racers,,,,,EXAMPLE
Team ID,1549,,,,,
Race Date,"April 25, 2021",,,,,
Race Location,"Kansas City, MO",,,,,
Race Time Start,17:45,,,,,
Race Time End,5:55 PM,,,,,
Race Type (dropdown),10-Min Most Laps,,,,,
,,,,,,
Result (dropdown),Finished,,,,,
,,,,,,
"If DNF, why? (dropdown)",(N/A - Finished),,,,,
,,,,,,
,,,,,,
Lap Number,Lap Time in seconds,,,,,
1,31.71,,,,,
2,22.97,,,,,
3,22.16,,,,,
4,37.25,,,,,
5,24.10,,,,,
6,20.18,,,,,
7,40.83,,,,,
8,25.51,,,,,
9,23.78,,,,,
10,54.91,,,,,
11,45.50,,,,,
12,72.68,,,,,
13,49.32,,,,,
14,23.94,,,,,
15,29.15,,,,,
16,23.22,,,,,
17,19.31,,,,,
,"?  To insert rows above this row, highlight this row and additional rows below.  Right-click then choose ""insert"".  ",,,,,
,,,,,,
,,,,,,
Pit Stop Laps & Reasons,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
